FID	IID	Menthol_Sweet	Menthol_Salty	Menthol_Sour	Menthol_Bitter	Menthol_Burn	Menthol_Cool	Menthol_Liking	Menthol_Intense	Capsaicin_Sweet	Capsaicin_Salty	Capsaicin_Sour	Capsaicin_Bitter	Capsaicin_Burn	Capsaicin_Cool	Capsaicin_Liking	Capsaicin_Intense	X25CornOilNoFA_Fatty	X25CornOilNoFA_Salty	X25CornOilNoFA_Crispy	X25CornOilNoFA_Liking	X15CornOilNoFA_Fatty	X15CornOilNoFA_Salty	X15CornOilNoFA_Crispy	X15CornOilNoFA_Liking	X5CornOilNoFA_Fatty	X5CornOilNoFA_Salty	X5CornOilNoFA_Crispy	X5CornOilNoFA_Liking	X10CornOilNoFA_Fatty	X10CornOilNoFA_Salty	X10CornOilNoFA_Crispy	X10CornOilNoFA_Liking	X5CornOil_02Palmitic_Fatty	X5CornOil_02Palmitic_Salty	X5CornOil_02Palmitic_Crispy	X5CornOil_02Palmitic_Liking	X25CornOil_02Palmitic_Fatty	X25CornOil_02Palmitic_Salty	X25CornOil_02Palmitic_Crispy	X25CornOil_02Palmitic_Liking	Water_Cool1	Sucrose_Cool2	NaCl_Cool3	PTC_Cool9	logMenthol_Sweet	logMenthol_Salty	logMenthol_Sour	logMenthol_Bitter	logMenthol_Burn	logMenthol_Cool	logMenthol_Liking	logMenthol_Intense	logCapsaicin_Sweet	logCapsaicin_Salty	logCapsaicin_Sour	logCapsaicin_Bitter	logCapsaicin_Burn	logCapsaicin_Cool	logCapsaicin_Liking	logCapsaicin_Intense	logX25CornOilNoFA_Fatty	logX25CornOilNoFA_Salty	logX25CornOilNoFA_Crispy	logX25CornOilNoFA_Liking	logX15CornOilNoFA_Fatty	logX15CornOilNoFA_Salty	logX15CornOilNoFA_Crispy	logX15CornOilNoFA_Liking	logX5CornOilNoFA_Fatty	logX5CornOilNoFA_Salty	logX5CornOilNoFA_Crispy	logX5CornOilNoFA_Liking	logX10CornOilNoFA_Fatty	logX10CornOilNoFA_Salty	logX10CornOilNoFA_Crispy	logX10CornOilNoFA_Liking	logX5CornOil_02Palmitic_Fatty	logX5CornOil_02Palmitic_Salty	logX5CornOil_02Palmitic_Crispy	logX5CornOil_02Palmitic_Liking	logX25CornOil_02Palmitic_Fatty	logX25CornOil_02Palmitic_Salty	logX25CornOil_02Palmitic_Crispy	logX25CornOil_02Palmitic_Liking	logWater_Cool1	logSucrose_Cool2	logNaCl_Cool3	logPTC_Cool9	sqrtMenthol_Sweet	sqrtMenthol_Salty	sqrtMenthol_Sour	sqrtMenthol_Bitter	sqrtMenthol_Burn	sqrtMenthol_Cool	sqrtMenthol_Liking	sqrtMenthol_Intense	sqrtCapsaicin_Sweet	sqrtCapsaicin_Salty	sqrtCapsaicin_Sour	sqrtCapsaicin_Bitter	sqrtCapsaicin_Burn	sqrtCapsaicin_Cool	sqrtCapsaicin_Liking	sqrtCapsaicin_Intense	sqrtX25CornOilNoFA_Fatty	sqrtX25CornOilNoFA_Salty	sqrtX25CornOilNoFA_Crispy	sqrtX25CornOilNoFA_Liking	sqrtX15CornOilNoFA_Fatty	sqrtX15CornOilNoFA_Salty	sqrtX15CornOilNoFA_Crispy	sqrtX15CornOilNoFA_Liking	sqrtX5CornOilNoFA_Fatty	sqrtX5CornOilNoFA_Salty	sqrtX5CornOilNoFA_Crispy	sqrtX5CornOilNoFA_Liking	sqrtX10CornOilNoFA_Fatty	sqrtX10CornOilNoFA_Salty	sqrtX10CornOilNoFA_Crispy	sqrtX10CornOilNoFA_Liking	sqrtX5CornOil_02Palmitic_Fatty	sqrtX5CornOil_02Palmitic_Salty	sqrtX5CornOil_02Palmitic_Crispy	sqrtX5CornOil_02Palmitic_Liking	sqrtX25CornOil_02Palmitic_Fatty	sqrtX25CornOil_02Palmitic_Salty	sqrtX25CornOil_02Palmitic_Crispy	sqrtX25CornOil_02Palmitic_Liking	sqrtWater_Cool1	sqrtSucrose_Cool2	sqrtNaCl_Cool3	sqrtPTC_Cool9	zsqrtMenthol_Sweet	zsqrtMenthol_Salty	zsqrtMenthol_Sour	zsqrtMenthol_Bitter	zsqrtMenthol_Burn	zsqrtMenthol_Cool	zsqrtMenthol_Liking	zsqrtMenthol_Intense	zsqrtCapsaicin_Sweet	zsqrtCapsaicin_Salty	zsqrtCapsaicin_Sour	zsqrtCapsaicin_Bitter	zsqrtCapsaicin_Burn	zsqrtCapsaicin_Cool	zsqrtCapsaicin_Liking	zsqrtCapsaicin_Intense	zsqrtX25CornOilNoFA_Fatty	zsqrtX25CornOilNoFA_Salty	zsqrtX25CornOilNoFA_Crispy	zsqrtX25CornOilNoFA_Liking	zsqrtX15CornOilNoFA_Fatty	zsqrtX15CornOilNoFA_Salty	zsqrtX15CornOilNoFA_Crispy	zsqrtX15CornOilNoFA_Liking	zsqrtX5CornOilNoFA_Fatty	zsqrtX5CornOilNoFA_Salty	zsqrtX5CornOilNoFA_Crispy	zsqrtX5CornOilNoFA_Liking	zsqrtX10CornOilNoFA_Fatty	zsqrtX10CornOilNoFA_Salty	zsqrtX10CornOilNoFA_Crispy	zsqrtX10CornOilNoFA_Liking	zsqrtX5CornOil_02Palmitic_Fatty	zsqrtX5CornOil_02Palmitic_Salty	zsqrtX5CornOil_02Palmitic_Crispy	zsqrtX5CornOil_02Palmitic_Liking	zsqrtX25CornOil_02Palmitic_Fatty	zsqrtX25CornOil_02Palmitic_Salty	zsqrtX25CornOil_02Palmitic_Crispy	zsqrtX25CornOil_02Palmitic_Liking	zsqrtWater_Cool1	zsqrtSucrose_Cool2	zsqrtNaCl_Cool3	zsqrtPTC_Cool9
TW_2020_TW_2020	TW_2020_TW_2020	0	0	0	0	0	0	0	3.9	0	0	0	0	7.1	0	0.6	6.3	4.2	4.2	4.1	5.3	4.2	5.3	5.8	4.6	1.3	2.6	2.7	5.1	4.3	3.8	6	5.6	0.5	0.2	1.5	3.8	3.3	3.7	5.9	5.9	3.7	0	0	0	-1	-1	-1	-1	-1	-1	-1	0.602059991	-1	-1	-1	-1	0.857332496	-1	-0.15490196	0.806179974	0.633468456	0.633468456	0.62324929	0.73239376	0.633468456	0.73239376	0.770852012	0.672097858	0.146128036	0.431363764	0.447158031	0.716003344	0.643452676	0.591064607	0.785329835	0.755874856	-0.22184875	-0.522878745	0.204119983	0.591064607	0.531478917	0.579783597	0.77815125	0.77815125	0.579783597	-1	-1	-1	0	0	0	0	0	0	0	1.974841766	0	0	0	0	2.664582519	0	0.774596669	2.50998008	2.049390153	2.049390153	2.024845673	2.302172887	2.049390153	2.302172887	2.408318916	2.144761059	1.140175425	1.61245155	1.643167673	2.258317958	2.073644135	1.949358869	2.449489743	2.366431913	0.707106781	0.447213595	1.224744871	1.949358869	1.816590212	1.923538406	2.42899156	2.42899156	1.923538406	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	-0.865163895	-0.907601625	-2.153435114	0.028755257	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.850078809	-0.121305038	-0.169723453	0.683939158	1.148046411	0.97863816	0.134965792	0.35039892	0.845950313	1.251353786	0.959199452	0.001742042	-0.619331075	0.385515424	-0.456035099	0.464953654	0.885188784	0.71962964	1.095354479	0.728595473	-1.48208264	-1.47323851	-1.354252726	-0.131098254	0.493801577	0.866702273	1.076888038	0.928251601	2.225959711	-0.126897547	-0.050702013	-0.339631314
TW_2082_TW_2082	TW_2082_TW_2082	0	0	0	0	1.7	0	1.3	1.9	0	0	0	0	4	0	1.9	4.3	4.2	1	4.8	6.1	1.8	1.6	5.4	5.6	4.7	1	6.1	6.7	6.2	1.1	7.2	6.5	6.3	1.2	6.3	6	6	3	7.2	7.3	1.5	0	0	0	-1	-1	-1	-1	0.255272505	-1	0.146128036	0.301029996	-1	-1	-1	-1	0.612783857	-1	0.301029996	0.643452676	0.633468456	0.041392685	0.69019608	0.792391689	0.278753601	0.230448921	0.740362689	0.755874856	0.681241237	0.041392685	0.792391689	0.832508913	0.799340549	0.079181246	0.86332286	0.819543936	0.806179974	0.113943352	0.806179974	0.785329835	0.785329835	0.491361694	0.86332286	0.86923172	0.204119983	-1	-1	-1	0	0	0	0	1.303840481	0	1.140175425	1.378404875	0	0	0	0	2	0	1.378404875	2.073644135	2.049390153	1	2.19089023	2.469817807	1.341640786	1.264911064	2.323790008	2.366431913	2.167948339	1	2.469817807	2.588435821	2.48997992	1.048808848	2.683281573	2.549509757	2.50998008	1.095445115	2.50998008	2.449489743	2.449489743	1.732050808	2.683281573	2.701851217	1.224744871	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	0.525688539	-0.907601625	-0.425450464	-1.43396778	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.003100046	-0.121305038	0.736229498	-0.458358594	1.148046411	-0.743321239	0.499640208	0.733643895	-0.410799064	-0.597729386	0.741625994	0.602809565	1.194994268	-0.6309919	1.200318026	1.218596839	1.632432066	-0.948514391	1.605047528	1.217130798	1.550043383	-0.486838343	1.244996617	0.976949446	1.502430384	0.559401531	1.606294155	1.430692472	1.197216863	-0.126897547	-0.050702013	-0.339631314
TW_1045_TW_1045	TW_1045_TW_1045	0	0	0	0	1.1	0	2	4.9	0	0	0	0	6.4	0	2.1	6.5	4.3	1.7	5.3	5.7	3.1	1.2	3.1	4.6	3.4	0.7	2.6	3	0.9	1.1	1.3	2.8	0.8	0.7	0.4	3.2	0.8	5	3.4	4.8	5.3	0	0	0	-1	-1	-1	-1	0.079181246	-1	0.322219295	0.698970004	-1	-1	-1	-1	0.812913357	-1	0.342422681	0.819543936	0.643452676	0.255272505	0.73239376	0.763427994	0.505149978	0.113943352	0.505149978	0.672097858	0.544068044	-0.096910013	0.431363764	0.491361694	0	0.079181246	0.146128036	0.462397998	-0.045757491	-0.096910013	-0.301029996	0.51851394	-0.045757491	0.707570176	0.544068044	0.69019608	0.73239376	-1	-1	-1	0	0	0	0	1.048808848	0	1.414213562	2.213594362	0	0	0	0	2.529822128	0	1.449137675	2.549509757	2.073644135	1.303840481	2.302172887	2.387467277	1.760681686	1.095445115	1.760681686	2.144761059	1.843908891	0.836660027	1.61245155	1.732050808	0.948683298	1.048808848	1.140175425	1.673320053	0.894427191	0.836660027	0.632455532	1.788854382	0.894427191	2.236067977	1.843908891	2.19089023	2.302172887	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	0.253637339	-0.907601625	-0.01013394	0.614280613	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.67833311	-0.121305038	0.842356888	0.787425156	1.188927795	-0.244745023	0.744044112	0.545386315	0.333291167	-0.89982923	-0.707788504	0.001742042	0.622968118	-0.902092983	-0.517580781	-0.736488908	-1.133901236	-0.948514391	-1.759101153	-1.120943611	-1.167041594	-0.880626127	-2.552093918	-0.486698432	-0.975815863	1.368252086	-0.141194972	0.489814344	2.783374019	-0.126897547	-0.050702013	-0.339631314
TW_529_TW_529	TW_529_TW_529	0	0	0	0	0	0	3.8	0	0	0	0	0	6.2	0	0.9	6.6	4.3	4.2	6.7	4.9	4.1	2.4	6.6	5.7	3.5	6	7.1	6	5.1	4.4	6.5	6.9	4.4	0.8	5.8	3.7	3.7	4.5	6.1	5.2	0	0	0	0	-1	-1	-1	-1	-1	-1	0.591064607	-1	-1	-1	-1	-1	0.799340549	-1	0	0.826074803	0.643452676	0.633468456	0.832508913	0.698970004	0.62324929	0.397940009	0.826074803	0.763427994	0.556302501	0.785329835	0.857332496	0.785329835	0.716003344	0.653212514	0.819543936	0.84509804	0.653212514	-0.045757491	0.770852012	0.579783597	0.579783597	0.662757832	0.792391689	0.72427587	-1	-1	-1	-1	0	0	0	0	0	0	1.949358869	0	0	0	0	0	2.48997992	0	0.948683298	2.569046516	2.073644135	2.049390153	2.588435821	2.213594362	2.024845673	1.549193338	2.569046516	2.387467277	1.870828693	2.449489743	2.664582519	2.449489743	2.258317958	2.097617696	2.549509757	2.626785107	2.097617696	0.894427191	2.408318916	1.923538406	1.923538406	2.121320344	2.469817807	2.28035085	0	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	-0.865163895	-0.907601625	0.800901674	-4.814416905	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.627556114	-0.121305038	0.091475871	0.838571059	1.188927795	0.97863816	1.372747455	0.147903821	0.802366721	-0.090951293	1.372904781	0.659847619	0.670489588	1.774777079	1.590566725	0.901389634	1.216643054	0.994258557	1.313409601	1.423336734	0.856520041	-0.792723058	1.039397897	-0.18830389	0.664240997	1.184104219	1.161884159	0.654546179	-0.605815742	-0.126897547	-0.050702013	-0.339631314
TW_2081_TW_2081	TW_2081_TW_2081	0	0	0	0	0	2.9	3.2	2.6	0	0	0	0	4.1	0	2.5	2.2	4.4	0.8	4.1	4.4	5.7	1	4.1	5.3	2.9	1.7	2.4	3.9	2.7	3.3	1.5	4.1	2.9	3.6	3.3	5.4	2.6	2.4	2.3	2.3	0	0	0	0	-1	-1	-1	-1	-1	0.477121255	0.51851394	0.431363764	-1	-1	-1	-1	0.62324929	-1	0.414973348	0.361727836	0.653212514	-0.045757491	0.62324929	0.653212514	0.763427994	0.041392685	0.62324929	0.73239376	0.477121255	0.255272505	0.397940009	0.602059991	0.447158031	0.531478917	0.204119983	0.62324929	0.477121255	0.568201724	0.531478917	0.740362689	0.431363764	0.397940009	0.380211242	0.380211242	-1	-1	-1	-1	0	0	0	0	0	1.702938637	1.788854382	1.61245155	0	0	0	0	2.024845673	0	1.58113883	1.483239697	2.097617696	0.894427191	2.024845673	2.097617696	2.387467277	1	2.024845673	2.302172887	1.702938637	1.303840481	1.549193338	1.974841766	1.643167673	1.816590212	1.224744871	2.024845673	1.702938637	1.897366596	1.816590212	2.323790008	1.61245155	1.549193338	1.516575089	1.516575089	0	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	-0.865163895	0.737575622	0.557650256	-0.859983393	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.034764673	-0.121305038	1.040411228	-2.003997154	1.229336515	-0.91655718	0.134965792	-0.117224848	1.446273301	-1.069975236	-0.02784275	0.428569186	0.374113628	-0.126697194	-0.64433082	-0.182208842	0.112565685	0.473694114	-1.574730045	-0.182912666	0.192737042	0.733428581	-0.157309472	0.698459735	0.168473266	0.265950484	-0.82267088	-0.751862386	-0.605815742	-0.126897547	-0.050702013	-0.339631314
TW_2310_TW_2310	TW_2310_TW_2310	0	0	0	0	0	3.5	3.8	3.6	0	0	0	0	6.4	0	0	5.1	4.4	2.6	5.2	3.3	2.3	2.9	5	3.7	2.8	5	4.9	2.9	3.3	4.3	4.7	3.8	2.8	5.6	5.3	2.7	3.3	4.9	4.8	3.7	0	0	0	0	-1	-1	-1	-1	-1	0.556302501	0.591064607	0.568201724	-1	-1	-1	-1	0.812913357	-1	-1	0.716003344	0.653212514	0.431363764	0.72427587	0.531478917	0.380211242	0.477121255	0.707570176	0.579783597	0.462397998	0.707570176	0.698970004	0.477121255	0.531478917	0.643452676	0.681241237	0.591064607	0.462397998	0.755874856	0.73239376	0.447158031	0.531478917	0.698970004	0.69019608	0.579783597	-1	-1	-1	-1	0	0	0	0	0	1.870828693	1.949358869	1.897366596	0	0	0	0	2.529822128	0	0	2.258317958	2.097617696	1.61245155	2.28035085	1.816590212	1.516575089	1.702938637	2.236067977	1.923538406	1.673320053	2.236067977	2.213594362	1.702938637	1.816590212	2.073644135	2.167948339	1.949358869	1.673320053	2.366431913	2.302172887	1.643167673	1.816590212	2.213594362	2.19089023	1.923538406	0	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	-0.865163895	0.899771072	0.800901674	-0.161247604	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.67833311	-0.121305038	-1.331927164	0.025104882	1.229336515	0.26165932	0.696117587	-0.75966824	-0.100168512	0.183124007	0.515833587	-0.598110169	0.321828005	1.420553486	0.686924891	-0.802950593	0.423826047	0.94985086	0.481561874	-0.384345945	0.142923625	1.447195333	0.824729022	-0.809469593	0.493801577	1.332186259	0.581185122	-0.002484461	-0.605815742	-0.126897547	-0.050702013	-0.339631314
TW_2331_TW_2331	TW_2331_TW_2331	0	0	0	0	0.9	0	0.9	4.4	0	0	0	0	0	0	0	5.7	4.4	1.4	2.1	4.6	3	2	3.6	5.1	2.1	2.3	2.3	2.4	1.2	2	1.7	4.5	1.8	1.9	3	4.8	1.1	1	3	2.9	0	0	0	0	-1	-1	-1	-1	0	-1	0	0.653212514	-1	-1	-1	-1	-1	-1	-1	0.763427994	0.653212514	0.176091259	0.342422681	0.672097858	0.491361694	0.322219295	0.568201724	0.716003344	0.342422681	0.380211242	0.380211242	0.397940009	0.113943352	0.322219295	0.255272505	0.662757832	0.278753601	0.301029996	0.491361694	0.69019608	0.079181246	0.041392685	0.491361694	0.477121255	-1	-1	-1	-1	0	0	0	0	0.948683298	0	0.948683298	2.097617696	0	0	0	0	0	0	0	2.387467277	2.097617696	1.183215957	1.449137675	2.144761059	1.732050808	1.414213562	1.897366596	2.258317958	1.449137675	1.516575089	1.516575089	1.549193338	1.095445115	1.414213562	1.303840481	2.121320344	1.341640786	1.378404875	1.732050808	2.19089023	1.048808848	1	1.732050808	1.702938637	0	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	0.146829898	-0.907601625	-0.715664977	0.329855313	-0.071059848	-0.086782944	-0.250122263	-0.309012845	-2.545804683	-0.121305038	-1.331927164	0.363208993	1.229336515	-0.442679539	-1.12942963	-0.009452677	0.282451364	-0.331574081	-0.355967935	0.309655161	-0.073920671	0.226385898	-0.709687779	-1.153943707	-0.870491782	-0.271652831	-1.402292528	0.07452583	-0.414904447	-0.056264472	-0.328281282	0.404018218	-0.729783469	-0.615399128	-0.374072201	-0.40869453	-0.605815742	-0.126897547	-0.050702013	-0.339631314
TW_480_TW_480	TW_480_TW_480	0	0	0	3.55	0	2.8	3.05	5.85	0	0	0	0	6.7	0	3.15	6.85	4.45	3.6	5.3	5	4.6	5	5.55	5.85	5.65	3.3	4.25	4.9	5.4	4.75	5.85	5.95	4.4	1.6	5	3.45	6.95	4.5	6.05	5.9	3.65	0	0	0	-1	-1	-1	0.562292864	-1	0.462397998	0.498310554	0.774516966	-1	-1	-1	-1	0.832508913	-1	0.511883361	0.841984805	0.658011397	0.568201724	0.73239376	0.707570176	0.672097858	0.707570176	0.752048448	0.774516966	0.759667845	0.531478917	0.638489257	0.698970004	0.740362689	0.685741739	0.774516966	0.781755375	0.653212514	0.230448921	0.707570176	0.550228353	0.848189117	0.662757832	0.788875116	0.77815125	0.574031268	-1	-1	-1	0	0	0	1.884144368	0	1.673320053	1.74642492	2.418677324	0	0	0	0	2.588435821	0	1.774823935	2.617250466	2.109502311	1.897366596	2.302172887	2.236067977	2.144761059	2.236067977	2.355843798	2.418677324	2.376972865	1.816590212	2.061552813	2.213594362	2.323790008	2.179449472	2.418677324	2.439262184	2.097617696	1.264911064	2.236067977	1.857417562	2.636285265	2.121320344	2.459674775	2.42899156	1.910497317	0	0	0	-0.050702013	-0.050702013	-0.207977376	2.798582724	-0.865163895	0.70896166	0.49334659	1.11723336	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.75303347	-0.121305038	1.331016077	0.964765714	1.249368669	0.729180518	0.744044112	0.199279669	1.015300273	1.133511334	0.824130951	0.744474647	1.56398482	0.724331523	0.382280297	0.362851838	1.334152889	1.145840574	1.028179866	0.922939907	0.856520041	-0.2289656	0.691038984	-0.334795645	1.800119568	1.184104219	1.140767392	0.928251601	2.206761012	-0.126897547	-0.050702013	-0.339631314
TW_109_TW_109	TW_109_TW_109	0	0	6.1	0	0	0	0.5	7.1	0	0	0	0	7.1	0	0.3	7.3	4.5	2.5	5	7.4	5.7	5.1	5.9	6.4	3	2	5.1	5.3	2.2	1	4.1	4.4	0.7	0.1	0.7	1.9	2.4	2.1	2.6	4.5	0	0	0	0	-1	-1	0.792391689	-1	-1	-1	-0.22184875	0.857332496	-1	-1	-1	-1	0.857332496	-1	-0.397940009	0.86923172	0.662757832	0.414973348	0.707570176	0.875061263	0.763427994	0.716003344	0.77815125	0.812913357	0.491361694	0.322219295	0.716003344	0.73239376	0.361727836	0.041392685	0.62324929	0.653212514	-0.096910013	-0.698970004	-0.096910013	0.301029996	0.397940009	0.342422681	0.431363764	0.662757832	-1	-1	-1	-1	0	0	2.469817807	0	0	0	0.707106781	2.664582519	0	0	0	0	2.664582519	0	0.547722558	2.701851217	2.121320344	1.58113883	2.236067977	2.720294102	2.387467277	2.258317958	2.42899156	2.529822128	1.732050808	1.414213562	2.258317958	2.302172887	1.483239697	1	2.024845673	2.097617696	0.836660027	0.316227766	0.836660027	1.378404875	1.549193338	1.449137675	1.61245155	2.121320344	0	0	0	0	-0.050702013	-0.050702013	6.280833656	-0.355375502	-0.865163895	-0.907601625	-1.081784527	1.720300004	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.850078809	-0.121305038	-0.510125038	1.186244711	1.269288596	0.210277827	0.598861578	1.306245685	1.446273301	1.173175442	1.012409871	1.045847294	0.425505282	0.056492881	0.776537249	0.565072345	-0.174474512	-1.038926014	0.169581622	0.011276336	-1.264196131	-1.67255687	-2.13911239	-1.396055675	0.06766097	0.105380401	-0.623065774	0.361709096	-0.605815742	-0.126897547	-0.050702013	-0.339631314
TW_1272_TW_1272	TW_1272_TW_1272	0	0	0	0	0	2.9	2	2.8	0	0	0	0	5	0	0.2	5.2	4.5	2.6	5.4	7.5	4.1	1.8	5.1	6.5	5.5	1.2	6.5	6.6	6.7	0.9	4.8	5.4	7.2	2.2	3.9	6.7	6.8	0.9	5.2	6.9	0	0	0	0	-1	-1	-1	-1	-1	0.477121255	0.322219295	0.462397998	-1	-1	-1	-1	0.707570176	-1	-0.522878745	0.72427587	0.662757832	0.431363764	0.740362689	0.880813592	0.62324929	0.278753601	0.716003344	0.819543936	0.748188027	0.113943352	0.819543936	0.826074803	0.832508913	0	0.69019608	0.740362689	0.86332286	0.361727836	0.602059991	0.832508913	0.838849091	0	0.72427587	0.84509804	-1	-1	-1	-1	0	0	0	0	0	1.702938637	1.414213562	1.673320053	0	0	0	0	2.236067977	0	0.447213595	2.28035085	2.121320344	1.61245155	2.323790008	2.738612788	2.024845673	1.341640786	2.258317958	2.549509757	2.34520788	1.095445115	2.549509757	2.569046516	2.588435821	0.948683298	2.19089023	2.323790008	2.683281573	1.483239697	1.974841766	2.588435821	2.607680962	0.948683298	2.28035085	2.626785107	0	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	-0.865163895	0.737575622	-0.01013394	-0.710707312	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.303957438	-0.121305038	-0.660928539	0.082785491	1.269288596	0.26165932	0.791520591	1.348123151	0.802366721	-0.460946527	0.573103998	1.099230922	1.507910159	-0.472578294	1.359996232	1.17433199	1.80914162	-1.133983088	0.531577832	0.614807389	1.841506996	0.103260455	0.162737198	1.284786635	1.754533938	-0.697752559	0.767433096	1.292466535	-0.605815742	-0.126897547	-0.050702013	-0.339631314
TW_2247_TW_2247	TW_2247_TW_2247	0	0	0	0	0	4.2	4.2	2.7	0	0	0	4.1	0	0	1	4.7	4.6	1.3	2.5	3.3	1.2	2.9	5	5.2	2.5	2.5	4.2	4.3	2	2.5	4.6	5.1	1.3	4	3.9	4.6	1	1.3	2	3.8	1	0	0	0.6	-1	-1	-1	-1	-1	0.633468456	0.633468456	0.447158031	-1	-1	-1	0.62324929	-1	-1	0.041392685	0.681241237	0.672097858	0.146128036	0.414973348	0.531478917	0.113943352	0.477121255	0.707570176	0.72427587	0.414973348	0.414973348	0.633468456	0.643452676	0.322219295	0.414973348	0.672097858	0.716003344	0.146128036	0.612783857	0.602059991	0.672097858	0.041392685	0.146128036	0.322219295	0.591064607	0.041392685	-1	-1	-0.15490196	0	0	0	0	0	2.049390153	2.049390153	1.643167673	0	0	0	2.024845673	0	0	1	2.167948339	2.144761059	1.140175425	1.58113883	1.816590212	1.095445115	1.702938637	2.236067977	2.28035085	1.58113883	1.58113883	2.049390153	2.073644135	1.414213562	1.58113883	2.144761059	2.258317958	1.140175425	2	1.974841766	2.144761059	1	1.140175425	1.414213562	1.949358869	1	0	0	0.774596669	-0.050702013	-0.050702013	-0.207977376	-0.355375502	-0.865163895	1.072275968	0.952503366	-0.784654081	-0.071059848	-0.086782944	-0.250122263	3.120531834	-2.545804683	-0.121305038	0.168471376	-0.211476618	1.308799176	-0.513305368	-0.839522843	-0.75966824	-0.847968309	0.183124007	0.515833587	0.369398043	0.159100687	0.333544604	0.357910059	0.043352209	-0.298363252	0.03755308	0.43101094	0.44009805	-0.753734893	0.889603657	0.162737198	0.301818325	-0.807568343	-0.390444549	-1.035777238	0.045061065	0.866354215	-0.126897547	-0.050702013	1.413548575
TW_2264_TW_2264	TW_2264_TW_2264	0	0	0	0	0	6.5	6.5	3.9	0	0	0	6.7	0	0	1	5.1	4.6	2.5	5	5.6	2.1	3.8	5.9	6.6	1.7	1.9	5.7	4.3	5.3	5.6	6.1	7.3	5.1	2.2	5.7	7.3	0.8	1.5	2.7	2.4	0	0	0	1.9	-1	-1	-1	-1	-1	0.819543936	0.819543936	0.602059991	-1	-1	-1	0.832508913	-1	-1	0.041392685	0.716003344	0.672097858	0.414973348	0.707570176	0.755874856	0.342422681	0.591064607	0.77815125	0.826074803	0.255272505	0.301029996	0.763427994	0.643452676	0.73239376	0.755874856	0.792391689	0.86923172	0.716003344	0.361727836	0.763427994	0.86923172	-0.045757491	0.204119983	0.447158031	0.397940009	-1	-1	-1	0.301029996	0	0	0	0	0	2.549509757	2.549509757	1.974841766	0	0	0	2.588435821	0	0	1	2.258317958	2.144761059	1.58113883	2.236067977	2.366431913	1.449137675	1.949358869	2.42899156	2.569046516	1.303840481	1.378404875	2.387467277	2.073644135	2.302172887	2.366431913	2.469817807	2.701851217	2.258317958	1.483239697	2.387467277	2.701851217	0.894427191	1.224744871	1.643167673	1.549193338	0	0	0	1.378404875	-0.050702013	-0.050702013	-0.207977376	-0.355375502	-0.865163895	1.555432187	1.710456029	0.028755257	-0.071059848	-0.086782944	-0.250122263	4.075102159	-2.545804683	-0.121305038	0.168471376	0.025104882	1.308799176	0.210277827	0.598861578	0.497298383	-0.219917017	0.622407025	1.012409871	1.152205461	-0.330413499	-0.002940053	1.035312842	0.043352209	1.295354282	1.492199617	1.139671994	1.623647409	1.126790529	0.103260455	0.99722771	1.536060202	-0.975815863	-0.254726864	-0.559117908	-0.691799489	-0.605815742	-0.126897547	-0.050702013	2.780175164
